Name,Description,Image URL
"Bean, Blue Coco (Phaseolus vulgaris) - 30 Seeds","Bean, Blue Coco (Phaseolus vulgaris) - 30 Seeds

• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-9

Say hello to the Bean, Blue Coco - an heirloom variety known for its vibrant bluish-purple pods, growing up to 8 feet tall. This unique bean adds a splash of color to your vegetable garden and a delicious, robust flavor to your kitchen creations. Whether enjoyed fresh, steamed, or pickled, Blue Coco beans offer a tender, stringless experience with a hint of sweetness. Open pollinated, this variety allows you to save and replant its seeds year after year. Embrace this stunning and tasty addition to your garden!

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart. Provide sturdy support, such as a trellis or pole, for the climbing plants. Blue Coco beans prefer full sun and well-drained, fertile soil. Water regularly, especially during dry periods.",//southernseeds.com/cdn/shop/products/bean-blue-coco-phaseolus-vulgaris-30-seeds-720787_180x.jpg?v=1663210153 180w
"Bean, Blue Lake (Phaseolus vulgaris) - 50 Seeds","Bean, Blue Lake (Phaseolus vulgaris) - 50 Seeds

• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

Blue Lake Bush Beans are a favorite among gardeners for their high yields of tender, flavorful, stringless pods. Growing up to 6 feet tall, these prolific climbers produce a steady supply of beans from mid-summer until frost. Whether you enjoy them fresh, canned, or frozen, Blue Lake Beans are a delicious and versatile addition to any meal.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart. Provide sturdy support, such as a trellis or pole, for the climbing plants. Blue Lake beans prefer full sun and well-drained, fertile soil. Water regularly, especially during dry periods.",//southernseeds.com/cdn/shop/products/bean-blue-lake-phaseolus-vulgaris-50-seeds-845957_180x.jpg?v=1663210163 180w
"Bean, Calypso - Orca (Phaseolus vulgaris) - 25 Seeds","Bean, Calypso (Orca) - 25 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-9

Welcome the Calypso (Orca) Bean to your garden! A true stunner with its black and white pattern reminiscent of killer whales, these beans are not just attractive, but also packed with a rich, hearty flavor. Growing to about 2 feet tall, they hold their shape well, making them a perfect choice for soups, stews, and salads. And don't worry if space is an issue, these bush beans don't require a trellis and can be tucked neatly into any corner of your garden.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart in rows spaced about 2 feet apart. Keep the soil consistently moist, especially during germination and pod development. Calypso Beans are relatively drought-tolerant once established and can be harvested as fresh shell beans in about 70-80 days.",//southernseeds.com/cdn/shop/products/bean-calypso-orca-phaseolus-vulgaris-25-seeds-195271_180x.jpg?v=1663210165 180w
"Bean, Contender (Phaseolus vulgaris) - 30 Seeds","Bean, Contender (Phaseolus vulgaris) - 30 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

Contender Bush Beans are a gardener's dream come true! This early-maturing, stringless variety produces an abundance of tender, flavorful pods perfect for fresh eating, canning, or freezing. With their high yield and adaptability to both cool and warm growing conditions, Contender beans are a reliable choice for any garden, reaching a height of 1-2 feet.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1 inch deep and 2-3 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Contender beans are relatively drought-tolerant once established and can sometimes be harvested in as little as 50 days.",//southernseeds.com/cdn/shop/products/bean-contender-phaseolus-vulgaris-30-seeds-722489_180x.jpg?v=1663210153 180w
"Bean, Dragon's Tongue (Phaseolus vulgaris) - 20 Seeds","Bean, Dragon's Tongue (Phaseolus vulgaris) - 20 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-10

The Dragon's Tongue Bean is a captivating heirloom variety known for its unique appearance and delicious flavor. Growing up to 2 feet tall, this bush bean produces yellow-green pods adorned with stunning purple streaks and speckles, resembling a dragon's tongue.  But it's not just about looks – these beans are tender, sweet, and perfect for enjoying fresh in salads or cooked as a side dish.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 2-4 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Dragon's Tongue beans are relatively drought-tolerant once established and can be harvested in about 60-70 days.",//southernseeds.com/cdn/shop/products/bean-dragons-tongue-phaseolus-vulgaris-20-seeds-721013_180x.jpg?v=1663210153 180w
"Bean, Fava Broad Windsor (Phaseolus vulgaris) - 10 Seeds","Bean, Fava Broad Windsor (Vicia faba) - 10 Seeds

• Heirloom
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

The Broad Windsor Fava Bean is a classic heirloom variety prized for its large, flavorful beans.  This cool-season legume produces tall, upright plants that can reach up to 4 feet in height, yielding plump, flat pods filled with delicious beans.  Broad Windsor Fava Beans have a rich, nutty flavor and are a good source of protein and fiber, making them a healthy and satisfying addition to your diet. They can be enjoyed fresh, shelled, or dried for later use.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors as soon as the soil can be worked in early spring. Plant seeds 2 inches deep and 6-8 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Fava beans are relatively drought-tolerant once established and can be harvested in about 75-90 days.",//southernseeds.com/cdn/shop/products/bean-fava-broad-windsor-phaseolus-vulgaris-10-seeds-256490_180x.jpg?v=1677082988 180w
"Bean, French Horticulture (Phaseolus vulgaris) - 30 Seeds","Bean, French Horticulture (Phaseolus vulgaris) - 30 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-10

Meet the French Horticulture Bean (Phaseolus vulgaris), a garden classic with a gourmet twist. This green bush bean variety, growing to 2 feet tall, is beloved for its beautiful, red-streaked pods that mature into plump, flavorful beans perfect for shelling or drying. The French Horticulture Bean is not only a visual delight in the garden but also a culinary treat, offering a rich, nutty flavor and creamy texture when cooked.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 2-4 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. French Horticulture Beans are relatively drought-tolerant once established and can be harvested as fresh shell beans in about 70 days or dry beans in 90 days.",//southernseeds.com/cdn/shop/files/shopify-2023-07-14T140313.440_180x.png?v=1689361460 180w
"Bean, Gold Rush (Phaseolus vulgaris) - 30 Seeds","Bean, Gold Rush (Phaseolus vulgaris) - 30 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

Gold Rush Bush Beans are a gardener's delight, offering a vibrant display of sunshine-yellow pods that are as delicious as they are beautiful. These heirloom wax beans, growing to about 1-2 feet tall, are known for their tender, stringless pods and sweet, buttery flavor. They're perfect for fresh eating, canning, or freezing, adding a touch of sunshine to any meal.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1 inch deep and 2-4 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Gold Rush beans are relatively drought-tolerant once established and can be harvested in about 50-60 days.",//southernseeds.com/cdn/shop/products/bean-gold-rush-phaseolus-vulgaris-30-seeds-847037_180x.jpg?v=1663210163 180w
"Bean, Kentucky Blue (Phaseolus vulgaris) - 50 Seeds","Bean, Kentucky Blue (Phaseolus vulgaris) - 50 Seeds

• 1991 All-American Selection Winner
• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-10

The Kentucky Blue Pole Bean is a true champion in the garden, boasting the best traits of both Blue Lake and Kentucky Wonder beans. This award-winning heirloom variety produces vigorous vines, reaching up to 6 feet tall, that yield an abundance of 6-8 inch long, tender pods.  Its delicious flavor, with a hint of sweetness, makes it perfect for fresh eating, canning, or freezing.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart. Provide sturdy support, such as a trellis or pole, for the climbing vines. Kentucky Blue beans prefer full sun and well-drained, fertile soil. Water regularly, especially during dry periods.",//southernseeds.com/cdn/shop/products/bean-kentucky-blue-phaseolus-vulgaris-50-seeds-769216_180x.jpg?v=1663210153 180w
"Bean, Kentucky Wonder (Phaseolus vulgaris) - 50 Seeds","Bean, Kentucky Wonder (Phaseolus vulgaris) - 50 Seeds

• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

Kentucky Wonder Pole Beans are a cherished heirloom variety, adored for their exceptional flavor and abundant yields. These vigorous vines, reaching up to 8 feet tall, produce a bounty of long, slender, slightly curved pods that are perfect for fresh eating, canning, or freezing. With their tender texture and sweet, rich flavor, Kentucky Wonder Beans are a timeless favorite for any garden.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart. Provide sturdy support, such as a trellis or pole, for the climbing vines. Kentucky Wonder beans prefer full sun and well-drained, fertile soil. Water regularly, especially during dry periods.",//southernseeds.com/cdn/shop/products/bean-kentucky-wonder-phaseolus-vulgaris-50-seeds-380886_180x.jpg?v=1663210164 180w
"Bean, Kidney Dark Red (Phaseolus vulgaris) - 20 seeds","Bean, Kidney Dark Red (Phaseolus vulgaris) - 20 Seeds

• Bush Bean
• Heirloom
• Open Pollinated
• Non-GMO
• American Grown Seeds
• Annual
• USDA Zones: 3-9

Step into the world of hearty, flavor-packed beans with the Kidney Dark Red. This bush bean variety is a traditional cornerstone of homestyle cooking, growing to about 1-2 feet tall. Its deep burgundy color adds a vibrant touch to your vegetable garden, turning heads as much as it satisfies stomachs.  These beans are perfect for chili, soups, and salads, adding a rich, earthy flavor and a creamy texture to your favorite dishes.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1 inch deep and 2-4 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Kidney Dark Red beans are relatively drought-tolerant once established and can be harvested in about 90 days. For dry beans, allow pods to fully mature and dry on the plant before harvesting.",//southernseeds.com/cdn/shop/products/bean-kidney-dark-red-phaseolus-vulgaris-20-seeds-265186_180x.jpg?v=1663210153 180w
"Bean, Kidney, Light Red (Phaseolus vulgaris) - 20 Seeds","Bean, Kidney, Light Red (Phaseolus vulgaris) - 20 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-9

Dare to be different with the Kidney Light Red bean, growing to about 1-2 feet tall. This bush bean variety stands out with its beautiful light-red hue, adding a unique pop of color to your garden. Its flavor is just as noteworthy - mildly sweet yet still packed with that signature bean richness.  Perfect for chili, salads, and soups, this variety takes on the flavors of other ingredients, making it a versatile and delicious addition to your table.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1 inch deep and 2-4 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Kidney Light Red beans are relatively drought-tolerant once established and can be harvested in about 90 days. For dry beans, allow pods to fully mature and dry on the plant before harvesting.",//southernseeds.com/cdn/shop/products/bean-kidney-light-red-phaseolus-vulgaris-20-seeds-383689_180x.jpg?v=1663210165 180w
"Bean, Lima, Henderson (Phaseolus lunatus) - 15 Seeds","Bean, Lima, Henderson (Phaseolus lunatus) - 15 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

The Henderson Lima Bean, also known as the Butter Bean, is a beloved heirloom variety cherished for its creamy texture and delicate flavor. This bush bean, growing to 1-2 feet tall, produces an abundance of plump, pale green pods filled with delicious beans that are perfect for fresh eating, canning, or freezing. Whether enjoyed in succotash, salads, or as a simple side dish, Henderson Lima Beans are a versatile and satisfying addition to any meal.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up to at least 65°F. Plant seeds 1 inch deep and 4-6 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Lima beans are relatively drought-tolerant once established and can be harvested in about 65-80 days.",//southernseeds.com/cdn/shop/products/bean-lima-henderson-phaseolus-lunatus-15-seeds-796278_180x.jpg?v=1663210163 180w
"Bean, Lima, King of the Garden (Phaseolus lunatus) - 15 Seeds","Bean, Lima, King of the Garden (Phaseolus lunatus) - 15 Seeds

• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

The King of the Garden Lima Bean lives up to its regal name, producing impressive yields of large, flat, flavorful beans.  This vigorous pole bean variety can climb up to 8-10 feet tall, creating a lush green backdrop in your garden and providing an abundance of delicious pods for your table.  The large, creamy beans are perfect for shelling and enjoying fresh, or they can be dried for storage and use in soups, stews, and casseroles throughout the year.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up to at least 70°F. Plant seeds 1 inch deep and 4-6 inches apart at the base of a sturdy trellis or pole.  Keep the soil consistently moist, especially during germination and pod development.  Lima beans are relatively drought-tolerant once established and can be harvested in about 90 days.",//southernseeds.com/cdn/shop/products/bean-lima-king-of-the-garden-phaseolus-lunatus-15-seeds-884210_180x.jpg?v=1663210153 180w
"Bean, Lima, White Dixie Butterpeas (Phaseolus lunatus) - 15 Seeds","Bean, Lima, White Dixie Butterpeas (Phaseolus lunatus) - 15 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

White Dixie Butterpeas are a Southern favorite, known for their sweet, buttery flavor and tender texture. These heirloom lima beans produce compact, bushy plants, growing up to 2 feet tall, with high yields of plump, white beans nestled within medium-sized pods. Whether enjoyed fresh, shelled, or dried, White Dixie Butterpeas are a delicious and versatile addition to your culinary repertoire.

GROWING INSTRUCTIONS:

Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up to at least 70°F. Plant seeds 1 inch deep and 4-6 inches apart in rows spaced about 2-3 feet apart. Keep the soil consistently moist, especially during germination and pod development. Lima beans are relatively drought-tolerant once established and can be harvested in about 65-80 days.",//southernseeds.com/cdn/shop/products/bean-lima-white-dixie-butterpeas-phaseolus-lunatus-15-seeds-925302_180x.jpg?v=1663210163 180w
"Bean, Multicolored Mix (Phaseolus lunatus) - 30 Seeds","Bean, Multicolored Mix (Phaseolus vulgaris) - 30 Seeds

• Pole Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: 3-10

Embrace the color palette of Mother Nature with our Multicolored Mix of pole beans! These vibrant, diverse beans bring a fun twist to your garden and your plate, growing up to 8 feet tall. Each packet promises a surprising array of colors, from yellows and greens to purples and reds. This mix is not just about looks - the beans each have their own unique flavors to offer, too. Enjoy them fresh, steamed, or as a colorful addition to salads and other dishes.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1-2 inches deep and 3-4 inches apart. Provide sturdy support, such as a trellis or pole, for the climbing plants.  Keep the soil consistently moist, especially during germination and pod development. Pole beans are relatively drought-tolerant once established and can be harvested as fresh shell beans in about 60 days or dry beans in 80 days.",//southernseeds.com/cdn/shop/products/bean-multicolored-mix-phaseolus-lunatus-30-seeds-926671_180x.jpg?v=1663210153 180w
"Bean, Roma II (Phaseolus vulgaris) - 30 Seeds","Bean, Roma II (Phaseolus vulgaris) - 30 Seeds

• Bush Bean
• Heirloom
• Non-GMO
• Open Pollinated
• American Grown Seeds
• Annual
• USDA Zone: All Zones

Roma II Bush Beans are a beloved heirloom variety cherished by home gardeners and chefs alike.  Reaching a height of 1-2 feet, this Italian-type flat bean is packed with a rich, mouthwatering flavor and boasts a firm texture that holds up well to cooking and canning.  The bright green, 5-inch pods are not only delicious when eaten fresh but also maintain their flavor when grilled, sautéed, or added to soups and stews.  The upright plants are easy to harvest and require no staking, making them a convenient and rewarding addition to any vegetable garden.

GROWING INSTRUCTIONS:
Direct sow seeds outdoors after the danger of frost has passed and the soil has warmed up. Plant seeds 1 inch deep and 2-3 inches apart in rows spaced about 2 feet apart. Keep the soil consistently moist, especially during germination and pod development. Roma II beans are relatively drought-tolerant once established and can be harvested in as little as 60 days.",//southernseeds.com/cdn/shop/products/bean-roma-ii-phaseolus-vulgaris-30-seeds-825477_180x.jpg?v=1663210164 180w
