Name,Description,Image URL
Indigo Rose Organic,"Indigo Rose Organic tomato seeds produce the most extraordinary, dark purple-skinned tomatoes currently available. The flavour of these tomatoes is clean and clear, reminiscent of plums, with a slightly acidic sweetness you'll only find in home-grown tomatoes. Read More",//www.westcoastseeds.com/cdn/shop/products/Indigo-Rose-Tomato-Seeds-TM799-1_515x640_crop_center.jpg?v=1610583692
Tiana Organic Butternut,"The fruits of Tiana Organic Butternut squash are uniform in size and shape, with the classic tan skin and intense dark orange interior colour. Tiana is very early to mature and productive. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ801-Tiana-Organic-Butternut-Squash-Seeds_515x640_crop_center.jpg?v=1610589305
Early Girl,Choose Early Girl tomato seeds for a fast and early crop of delicious medium-sized red tomatoes. This is an early maturing variety for coastal grower. Read More,//www.westcoastseeds.com/cdn/shop/products/TM769-12_515x640_crop_center.jpg?v=1610581746
Tricolour Bean Blend,"The Tricolour Bean Blend is our best selling bush bean. It incorporates three varieties of bush beans that will produce purple, gold, and classic green beans. Read More",//www.westcoastseeds.com/cdn/shop/products/BN111-1_515x640_crop_center.jpg?v=1610577771
Peaches and Cream,"This fantastic mid-season bicolour hybrid produces 22cm (8.5"") long cobs, each with 18-20 rows each of white and gold kernels. The kernels actually produce two different flavours in every bite. Read More",//www.westcoastseeds.com/cdn/shop/products/CN369-1_515x640_crop_center.jpg?v=1610656348
Santo Long Standing,"Cilantro ""Santo"" is bred to be slow bolting. Direct sow short rows of Santo Long Standing cilantro seeds every other week from spring to late summer for continuous harvest. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1073-1_515x640_crop_center.jpg?v=1610584332
Salad Bowl,"These large, lime-green rosettes resit bolting for a long time in summer and do not get bitter. The frilly, deeply cut oakleaf shape has excellent flavour and good texture. Read More",//www.westcoastseeds.com/cdn/shop/products/LT460-1_515x640_crop_center.jpg?v=1610584103
Amish Paste,"Amish Paste roma tomato seeds produce large, heavy fruit that will reward your growing efforts and your palate with the richest sauces and thickest pastes. The plants have a long growing season and will produce bountiful yields of flavourful fruit until late fall. Read More",//www.westcoastseeds.com/cdn/shop/products/TM784-12_515x640_crop_center.jpg?v=1610585969
Alternative Lawn Blend,"Use Alternative Lawn Mix wildflower seeds as an alternative to lawn. It forms a low-growing, dense ground cover composed of fine fescues, flowers, and clover species, and provides a colourful and less demanding alternative to traditional grass lawns. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3454-1_515x640_crop_center.jpg?v=1610651935
Black Krim Organic,"The fruits are extremely juicy with incredibly complex sweet, smoky flavours and a hint of saltiness. The fruits mature late and are prolific producers of large fruits in the range of 227-283g (8-12 oz). Read More",//www.westcoastseeds.com/cdn/shop/products/TM794-22_515x640_crop_center.jpg?v=1610582418
Touchstone Gold Organic,This is the ultimate golden beet. Its roots are smooth and orange/red on the outside with intensely golden flesh beneath and subtle banding. The green tops are tall and strong — not to mention sweet and delicious. Read More,//www.westcoastseeds.com/cdn/shop/products/BT179-2_515x640_crop_center.jpg?v=1610588786
Silver Dollar,"This tender perennial shrub is grown for its firm round leaves that grow along the length of pliable, somewhat pendant branches. The leaves are smooth and silvery blue-green in colour, and provide amazing contrast of both shape and colour in flower arrangements. Read More",//www.westcoastseeds.com/cdn/shop/products/FL1209-Eucalyptus-Seeds-for-Organic-Growing_515x640_crop_center.jpg?v=1610657009
Sweet Basil,"Sweet Basil seeds produce vigorous plants that grow big, mid-green leaves all summer long. Keep picking the growing tips and the 2 pairs of leaves below them for the kitchen. Read More",//www.westcoastseeds.com/cdn/shop/products/Sweet-Basil-Seeds-HR1034-1_515x640_crop_center.jpg?v=1610579375
Sunburst,"Sunburst scallopini seeds produce a big bush bearing vivid deep yellow pattypans that look like jewels. These dazzling miniatures are best picked at 5cm (2""). Read More",//www.westcoastseeds.com/cdn/shop/products/SQ716-1_515x640_crop_center.jpg?v=1610652875
Easter Egg II,"Easter Egg II radish seeds are a blend of six distinctly coloured radishes. The flesh is white and the roots can become relatively large without getting pithy. Look for white, rose pink, bubblegum pink, amethyst, mauve, scarlet and purple roots. Read More",//www.westcoastseeds.com/cdn/shop/products/RD674-1_515x640_crop_center.jpg?v=1610656177
Pink Brandywine Organic,Pink Brandywine Organic tomato seeds represent one of the most celebrated heirloom seeds of all. Read More,//www.westcoastseeds.com/cdn/shop/products/TM853Tomato_Brandywine_515x640_crop_center.jpg?v=1645125155
Rosemary,"Rosemary has stiff stems with crisp, fir-like leaves and a strong, rich aroma. Dried leaves release more flavour if freshly crushed. Plant in full sun in the garden or a big container. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1125-2_515x640_crop_center.jpg?v=1610656361
Bee Garden Blend,The Bee Garden Blend wildflower seeds are specially blended by our Certified Bee Master for use in managed landscapes such as disused laneways; verges; or along the edges of cultivated areas in residential or agricultural properties. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3540-2_515x640_crop_center.jpg?v=1610581428
Masai Bush Bean Seeds,"This French filet type bean has superb flavour. The tender, uniform, 10cm (4”) long beans are produced in abundant yields on tidy, upright plants. Read More",//www.westcoastseeds.com/cdn/shop/products/BN118_Masai_Beans_1_515x640_crop_center.jpg?v=1610656428
Socrates Organic,"Sweet and crunchy Socrates Organic is a thin-skinned Beit Alpha variety specially bred for cool conditions. It stays productive under lower light conditions in the autumn and early spring, but it thrives in poly-tunnels, greenhouses, and in the field. Read More",//www.westcoastseeds.com/cdn/shop/products/CU414-Socrates-Organic-Cucumber-Seeds_515x640_crop_center.jpg?v=1610578275
Purple Coneflowers Echinacea,Purple Coneflowers Echinacea seeds produce plants that are long-blooming from July to October. At home as a border feature or in the vegetable garden. Read More,//www.westcoastseeds.com/cdn/shop/products/FL2482-1_515x640_crop_center.jpg?v=1610654199
Eiffel,"Like Ramrod scallions, Eiffel produces a nice, strong, upright growing, white Lisbon type scallion with little or no bulbing at the root end, even in the heat of summer. This variety grows straight, with mild, crisp, appealing flavour and good uniformity. Read More",//www.westcoastseeds.com/cdn/shop/products/ON556-1_515x640_crop_center.jpg?v=1610577952
Tom Thumb,"Plant Tom Thumb lettuce seeds for the smallest lettuce of all - a tennis ball-sized Bibb that will fit in the palm of your hand. The small heads have creamy yellow centers with medium green, slightly crumpled wrapper leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/490-TomtThumb-Lettuce-Seeds_515x640_crop_center.jpg?v=1610656637
Cucamelon,"Also known as the Mexican Sour Gherkin, cucamelon seeds produce vines that could be mistaken for regular cucumber plants. The plants are not quite as productive as cucumbers, but the fruits are amazingly cute and novel. Read More",//www.westcoastseeds.com/cdn/shop/products/Cucamelon-Seeds_515x640_crop_center.jpg?v=1610656580
Fernleaf Dill,"A dwarf variety of dill, growing to only 30-45cm (12-18""), Fernleaf dill bears tidy, bright yellow umbels that quickly ripen into masses of seed. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1081-3_515x640_crop_center.jpg?v=1610579816
Patterson Coated,"Patterson onion seeds produce very round, uniform bulbs with strong skins and a capacity for storage that can stretch to several months. It is the perfect onion for fall and winter use, but they may last until the following spring in the right conditions. Read More",//www.westcoastseeds.com/cdn/shop/products/ON591-Bejo_Patterson_Onion_515x640_crop_center.jpg?v=1610656621
Desert Organic,"CERTIFIED ORGANIC! Incredible speed and uniformity combine with amazing disease resistance. The fruits produced by Desert Organic zucchini seeds are smooth and dark-skinned with light speckles, and they have no trouble setting in hot weather. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ800-desert-zucchini-seeds_515x640_crop_center.jpg?v=1610587586
Supersweet 100 F1,"The small, 2.5cm (1"") fruits of this aptly named cherry tomato grow on large, multi-branched clusters of delicious, super sweet fruits that... Read More",//www.westcoastseeds.com/cdn/shop/files/TM762Supersweet100_Apr2023_V_Syngenta_515x640_crop_center.jpg?v=1698870977
Red Robin,"Red Robin tomato seeds produce hardy, compact dwarf plants that deliver high yields of delicious cherry tomatoes. Red Robin tomato plants are easy to grow, and best suited for containers whether located indoors or outdoors. Read More",//www.westcoastseeds.com/cdn/shop/products/Red-Robin-Tomato-Seeds-TM826-1_515x640_crop_center.jpg?v=1610656416
Tip Top Alaska Salmon,"All the nasturtiums in the Tip Top Alaska series have attractive, mottled foliage and flowers that are held up, over the leaves.... Read More",//www.westcoastseeds.com/cdn/shop/products/FL3004-1_515x640_crop_center.jpg?v=1610584428
Genovese,Genovese basil seeds are the very best Italian pesto variety of basil. This is the traditional Italian heirloom variety of basil. Read More,//www.westcoastseeds.com/cdn/shop/products/HR1014-1_515x640_crop_center.jpg?v=1610652175
Astro,Astro arugula seeds produce plants with leaves that are less lobed and more strap-like. Its mild flavour add depth and sophistication to any salad. Read More,//www.westcoastseeds.com/cdn/shop/products/Astro-Arugula-Seeds-MS483-1_515x640_crop_center.jpg?v=1610579783
Vegetable Spaghetti Squash,"Sow Vegetable Spaghetti squash seeds for fruits that actually appear to be stuffed with cooked spaghetti. The pale yellow, oval fruits grow to 25cm (10"") on long, productive vines. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ735-Vegetable-Spaghetti-0X7A0694_515x640_crop_center.jpg?v=1610588578
Amazing,"The plants are medium sized, with domed, tightly packed curds, and they're not particularly fussy about temperature stress, either cold or hot. Read More",//www.westcoastseeds.com/cdn/shop/products/CF306-1_515x640_crop_center.jpg?v=1610656524
Dark Green Italian,"Flat, dark green leaves are deeply cut, with a rich parsley flavour ideal for cooking or salads. Dark Green Italian Parsley Seeds are easy to grow, sturdy plants with stiff upright stems. Read More",//www.westcoastseeds.com/cdn/shop/products/Dark-Green-Italian-Organic-Parsley-Seeds-HR572-1_515x640_crop_center.jpg?v=1610577931
Supremo,Supremo Roma tomato seeds are a good choice for growing in large containers. Plants are determinate (bush) with a concentrated set of large and very large red fruits. Read More,//www.westcoastseeds.com/cdn/shop/products/TM829_Supremo_515x640_crop_center.jpg?v=1610656876
Baby Boo,"These adorable mini, creamy-white pumpkin grows to around the size of a tennis ball. The vigorous, vining plant produces numerous fruits that... Read More",//www.westcoastseeds.com/cdn/shop/files/EctGCDK64JNGgCyDPtAQ5d0B7p8rlFh9zMY3uvfMmY6kOw_515x640_crop_center.jpg?v=1698865965
Fresca Strawberry Seeds,"Fresca strawberry seeds are so tiny it's hard to believe that these miniature seeds produce big, mouthwatering traditional strawberries. Start the seeds indoors during the winter and place the seedlings out after the last frost. Read More",//www.westcoastseeds.com/cdn/shop/products/FR_Fresca_Strawberries_1_515x640_crop_center.jpg?v=1610583169
Hummingbird Blend,"Attract hummingbirds to your growing area with these beautiful Hummingbird Blend wildflower seeds. The twelve species in this mix are some of the most attractive nectar-bearing flowers available, and have a long blooming period. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3444-1_515x640_crop_center.jpg?v=1610589634
Kelsae Coated,"For truly enormous onions, choose Kelsae sweet onion seeds. This HEIRLOOM cross of two exhibition onions was developed in Scotland in the 1950s. Kelsae is a sweet, mild, white onion of the long day variety, suited to growing in northern regions. Read More",//www.westcoastseeds.com/cdn/shop/products/ON573-1_515x640_crop_center.jpg?v=1610587959
Iceland Poppy,"The Iceland Poppy is a hardy, but short-lived perennial, grown as a biennial in Coastal gardens. Either way, they self sow readily, so will last for years at a time. The large, cup shaped blooms have a texture like crepe paper and appear in a range of subdued pastel colours. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3141-1_515x640_crop_center.jpg?v=1610656898
Purple Bumble Bee Organic,"Purple Bumble Bee Organic tomato seeds are CERTIFIED ORGANIC! Super cute cherry tomatoes with red skins and purple stripes. The sweet round fruits have excellent flavour and grow to a uniform 4cm (1.5"") across. Read More",//www.westcoastseeds.com/cdn/shop/products/TM835-Purple-Bumble-Bee-Organic-Tomato-Seeds_515x640_crop_center.jpg?v=1610656659
Manitoba,Manitoba tomato seeds produce vigorous determinate plants that thrive in cool climates with short seasons. An excellent choice on the West Coast. Read More,//www.westcoastseeds.com/cdn/shop/products/TM820-12_515x640_crop_center.jpg?v=1610657039
Russell Hybrids,"Stunning, brightly-coloured spikes create a strong feature in the early summer garden. Its pea-like flowers grow in dense spires. Scatter through cottage or wildflower gardens or mass plant in the border. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2855-1_515x640_crop_center.jpg?v=1610652659
Aunt Molly's Ground Cherry,"Sow Aunt Molly's ground cherry seeds in the spring for a big harvest of sweet ground cherries by late summer. The plants and fruits resemble tomatillos, with each fruit growing inside a papery husk called a calyx. Read More",//www.westcoastseeds.com/cdn/shop/products/TM809_Aunt-Molly-Ground-Cherry-Seeds_515x640_crop_center.jpg?v=1610656867
Butterfly Blend,The brilliant colours and longevity of this blend are selected to attract and keep the butterflies coming back day after day. Butterfly Blend wildflower seeds are made up of 50% annuals and 50% perennials. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3451_ApplewoodSeed_CAME-805_515x640_crop_center.jpg?v=1655498723
Partial Shade Blend,"For those hard-to-establish areas that are shaded; this blend will work very well with about 40% sunshine. All flowers do best in full sun, but the ones in this Partial Shade Blend will flourish and prosper with filtered sun. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3453-1_515x640_crop_center.jpg?v=1610656984
First Taste Kabocha,"Beautiful Japanese pumpkins develop on this early maturing and prolific variety. Its yellow flesh is very sweet, so it's ideal for pies and tempura. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ732-1_515x640_crop_center.jpg?v=1610589583
Caravel Certified Organic F1,"Caravel Certified Organic is a large, quick growing, nantes-type. The sweet, cylindrical 18-21cm (7-8"") roots have blunt tips and are resistant to... Read More",//www.westcoastseeds.com/cdn/shop/files/CR293Caravel_May2023_V_IFSI_515x640_crop_center.jpg?v=1684883325
Artist Gherkin Coated,"This spiny little hybrid was bred for harvest and pickling the perfect gherkin pickles. But even when the odd one grew to full size in our field trials, they never became bitter. The productive plants kept the crop coming all summer in the field, but they would also work well in a greenhouse setting. Read More",//www.westcoastseeds.com/cdn/shop/products/CU419_Artist-Gherkin-Cucumber-Seeds0X7A7715_515x640_crop_center.jpg?v=1610655643
Siam Queen Thai Basil,"Siam Queen Thai basil seeds are the authentic heirloom basil variety that is native to southeast Asia. Known as horapha in Thai, and húng quế in Vietnamese. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1018-1_515x640_crop_center.jpg?v=1610583152
Mongolian Giant Organic,"Mongolian Giant sunflower seeds produce seriously tall plants with stems that grow up to 4.2m (14') in just four months. The huge flower heads are laden with seeds over 2cm (1"") long - the longest of any sunflower seeds. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3901-Mongolian-Giant_515x640_crop_center.jpg?v=1576612973
Tall Blend,"With so many to choose from and only so much space in the garden, Tall Blend sunflower seeds will allow you to enjoy a mixed planting. This package combines a variety of tall sunflowers to brighten up the back of the garden. Read More",//www.westcoastseeds.com/cdn/shop/files/image001_515x640_crop_center.jpg?v=1724685047
Mission Bells,"Plant Mission Bells California poppy seeds in spring for summer blooms. Sow them in the fall, and they will be among the first flowers in bloom the following spring. Attractive flowers in gold, white, red, and orange appear above finely cut grey green foliage. Read More",//www.westcoastseeds.com/cdn/shop/products/m2_515x640_crop_center.jpg?v=1610585883
Chives,"Sow chive seeds at any time of year. Hardy, perennial, and easy to grow, the chopped stems and pink flowers add a fresh, mild green onion flavour to sandwiches, salads and baked potatoes. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1065-1_515x640_crop_center.jpg?v=1610586109
Hungarian Hot Wax,"This bright yellow medium hot pepper grows to around 12cm (5"") long, with a conical, tapered shape. Hungarian Hot Wax pepper seeds produce compact plants up to 60cm (24"") in height. Read More",//www.westcoastseeds.com/cdn/shop/products/PP648-1_515x640_crop_center.jpg?v=1610586348
Spacemaster,"Dark green, smooth skinned fruits grow to 15-20cm (6-8"") long on individual stems that rarely exceed 90cm (36""). This compact growth makes them a superb choice for container growing or production in smaller gardens. Read More",//www.westcoastseeds.com/cdn/shop/products/Cucumber-Spacemaster_515x640_crop_center.jpg?v=1602194011
Blue Lake,"Blue Lake pole beans seeds produce pods that are straight, stringless and unusually smooth, with a stronger flavour than the bush variety. Read More",//www.westcoastseeds.com/cdn/shop/products/BN126-1_515x640_crop_center.jpg?v=1610579885
Sunrise Bumble Bee Organic,"Sunrise Bumble Bee Organic tomato seeds are CERTIFIED ORGANIC! Along with Pink and Purple Bumble Bee tomatoes, Sunrise has orange skins that are streaked with bright gold. They are strikingly beautiful, but also boast tremendous sweet flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/TM836-Sunrise-Bumble-Bee_515x640_crop_center.jpg?v=1610585596
Wild Bergamot,"Wild Bergamot seeds, commonly known as Bee Balm, produce curious flowers that vary in shades from pink to lavender. These flowers appear in July and August above stout, strong stems bearing aromatic leaves. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1076-1_515x640_crop_center.jpg?v=1610579536
Oregano Za'atar Organic,"This wild oregano has hints of thyme and marjoram mixed in for a complex, wonderful fragrance. It is low growing and compact at about 15-20cm (6-8"") tall. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1183ZaatarOregano_515x640_crop_center.jpg?v=1656438515
Table Queen,"Table Queen acorn squash seeds are a reliable old heirloom dating back to 1913. Dark green skins and a pronounced acorn shape on fruits that average 15cm (6"") in diameter. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ753-1_515x640_crop_center.jpg?v=1610656673
Roxynante Organic,"This new English type hybrid produces tasty, dark green fruits to 38cm (15"") long, with firm, refreshing flesh and thin skins. Bred for protected growing in fall and winter, Roxynante is exceptionally cold tolerant. Read More",//www.westcoastseeds.com/cdn/shop/products/CU391-1_515x640_crop_center.jpg?v=1610656027
Pacific Northwest Blend,This mix of annuals and perennials blooms freely in the sun with little or no care once established. Beginning in the early spring and continuing through the summer this blend provides a changing show of colours and textures. Read More,//www.westcoastseeds.com/cdn/shop/products/FL3446_PNWBlend3_PortraitCrop_515x640_crop_center.jpg?v=1655501420
Red Candy Cane,The elongated bell peppers are sweet at the green stage or as they ripen to a striped and then solid red colour. The sweetness definitely becomes a feature when the pods are fully ripe. Read More,//www.westcoastseeds.com/cdn/shop/products/PP684_Candy-Cane-0X7A7688_515x640_crop_center.jpg?v=1610657052
Winter Red Organic,"A Red Russian type kale developed for good uniform colour and old hardiness. Winter Red is a tender salad kale that works well in a crop scheme with others for a continuous, year-round harvest. Read More",//www.westcoastseeds.com/cdn/shop/products/KL432-Winter-Red-Organic-Kale-Seeds_515x640_crop_center.jpg?v=1610577765
Seychelles Organic,"Fast growth, early maturity, and a long, productive season are the hallmarks of this remarkable pole bean. Seychelles Organic is an AAS winner for outstanding productivity and flavour. Its vines climb straight up, 2.1-2.7m (7-9') tall, clinging to whatever trellis is provided. Read More",//www.westcoastseeds.com/cdn/shop/products/BN202-Seychelles-0X7A5233_515x640_crop_center.jpg?v=1610588868
Tall Single Mix,"Tall Single Mix nasturtium seeds provides a wondrous assortment of lively classic nasturtium colours. This prolific, trailing plant will travel great lengths. Train vertically by tying it to something. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3002-1_515x640_crop_center.jpg?v=1610656911
Italian White,"The petals of Italian White sunflowers are the palest yellow, almost white, surrounding a dark chocolate disk that brings high contrast. Flowers appear on multi-branching stems over a long period in summer atop stems that can reach just over 2m (7’) in height. Read More",//www.westcoastseeds.com/cdn/shop/products/FL4048-Italian-White-Sunflower-Seeds_515x640_crop_center.jpg?v=1630340093
Pomegranate Crunch Pelleted Organic,"This petite lettuce is like a cross between a romaine and a butterhead, with small, dense heads with cherry red leaves and light green hearts with a splash of red. Read More",//www.westcoastseeds.com/cdn/shop/products/LT443_Pomegranate-Crunch-1_515x640_crop_center.jpg?v=1610581854
Apache,"Apache scallion seeds grow just like all the other scallions, but has a bright purple base end that colours up early in the season. If left to mature, it will form a vivid pink bulb or salad onion. Read More",//www.westcoastseeds.com/cdn/shop/products/ON572-1_515x640_crop_center.jpg?v=1610654366
Sweet Dumpling,"Sow Sweet Dumpling squash seeds for fruits with delicious, light-golden flesh and fine, sweet texture when baked. The 8-10cm (3-4""), squat fruits weigh about half a pound - just right for an individual serving... And that makes them positively ideal for stuffing and baking. Read More",//www.westcoastseeds.com/cdn/shop/products/SQ738-1_515x640_crop_center.jpg?v=1610586686
Forest Green Parsley Seeds,"The plants have short, strong stems that support big clusters of highly curled, dark-green leaves. The flavour is distinctly savoury without being bitter. Read More",//www.westcoastseeds.com/cdn/shop/products/PL570-1_515x640_crop_center.jpg?v=1610581537
Tiara Coated,Expect early and extra tender leaves from Tiara cabbage seeds. An improved early first cabbage with wonderful hybrid uniformity and excellent holding ability. Tiara supports a dense cabbage head with a short internal core. Read More,//www.westcoastseeds.com/cdn/shop/products/CB272_Tiara_11_515x640_crop_center.jpg?v=1610577524
Lemon Cucumber,"Attractive heirloom cucumbers are small and round with lemon coloured skin. The lime-green flesh is very mild, sweet and never bitter. Read More",//www.westcoastseeds.com/cdn/shop/products/CU399-1_515x640_crop_center.jpg?v=1610586687
Calibra,"Mild yellow globe-shaped storage onions that will reach 15cm (6"") in diameter by the end of the season. Sow Calibra storage onion seeds indoors in the spring to produce onions that will store for up to four months. Read More",//www.westcoastseeds.com/cdn/shop/products/ON564-1_515x640_crop_center.jpg?v=1610577718
Borage,"Large, fuzzy, cucumber-scented leaves and vivid blue flowers attract bees all summer long. Usually grown for the bees and flowers, young leaves can be cooked like spinach or used in salads. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1037-Borage-IMG_7896_WEB_515x640_crop_center.jpg?v=1654878544
Tall Utah 52-70,"An early and disease resistant celery that's slow to bolt, Tall Utah 52-70 celery seeds produce really tall plants. Utah 52-70 is a tall, medium dark green celery with long, thick stalks that are sweet and crunchy. Read More",//www.westcoastseeds.com/cdn/shop/products/CL343-1_515x640_crop_center.jpg?v=1610577707
Copenhagen Market,"This early variety forms round, solid heads 15-20cm (6-8"") in diameter, making it the largest early round-head cabbage for summer harvest. This summer harvest variety has good keeping ability, excellent uniformity, and rich flavour. Read More",//www.westcoastseeds.com/cdn/shop/products/CB237-1_515x640_crop_center.jpg?v=1610586930
Spearmint,"Compared to peppermint, spearmint has a less aggressive flavour that has fruity undertones. This mint is easy to grow, and it's fast, too. In boggy settings it can spread by underground rhizome, but this is easy to control by growing it in containers. Read More",//www.westcoastseeds.com/cdn/shop/products/HR1185-Spearmint_515x640_crop_center.jpg?v=1610656861
Sunrich Gold,"The Sunrich series of hybrid sunflowers was bred with the florist trade in mind. These are highly uniform annuals that mature in 60 to 70 days from direct sowing, producing a single, upright stem, about 1.2-1.5m (4-5') tall. Read More",//www.westcoastseeds.com/cdn/shop/products/FL3857-Sunrich-Gold-on-Cart_515x640_crop_center.jpg?v=1610654276
Firewise Blend,"With the increase of wildfires, properties that border wildlands prone to fires need to become firewise. Plant this special wildflower blend as... Read More",//www.westcoastseeds.com/cdn/shop/files/ER5Xnmggj1lEmll6ZgDmqjoBp7rV2qOPK2dd60snpyfi6w_515x640_crop_center.jpg?v=1698865962
Yukon,"A speedy new hybrid for baby-leaf spinach production or full-size growing. The flavour is simple, but pronounced, and excellent for raw salad eating. Yukon spinach seeds grow so fast that it's a good option for filling in between other main season crops. Read More",//www.westcoastseeds.com/cdn/shop/products/SP716-Yukon-Spinach-Seeds_0X7A0362_515x640_crop_center.jpg?v=1610588264
Lacinato Organic,"Sow Lacinato Organic kale seeds in the spring and early summer. A most elegant looking vegetable, the long, dark green leaves shoot from the central stem like ostrich plumes. Read More",//www.westcoastseeds.com/cdn/shop/products/KL425-3_e27e6ad9-d5d4-441c-9562-21b6f7c22df7_515x640_crop_center.jpg?v=1610589736
Cheyenne Spirit,Sow Cheyenne Spirit Echinacea Seeds in rows or clumps outdoors in early May for fall blooms. Sow indoors March 15th for August blooms. Plants bloom sixteen weeks after seeding. Read More,//www.westcoastseeds.com/cdn/shop/products/FL2485_Cheyenne-Spirit-Echinacea__1_515x640_crop_center.jpg?v=1610657082
Blue Boy,"Centaurea are also known as Bachelor's Buttons. These familiar, charming, brightly-coloured pompoms on fuzzy grey stems, are well loved by humans and attractive to beneficial hover-flies. Read More",//www.westcoastseeds.com/cdn/shop/products/FL2187-1_515x640_crop_center.jpg?v=1610582338
Thai Silk Formula,"Semi-double flowers with fluted petals and a very agreeable silken appearance. Grow to 20cm (8"") tall and can be as wide as 8cm (3""). Read More",//www.westcoastseeds.com/cdn/shop/products/FL4014-Thai-Silk-Formula-ES4399-01_515x640_crop_center.jpg?v=1625517593
